63.48	24.87	8.85	62.84	69.42	220.31	19.8	-13.43	57.37	-127.28	66.97	9.35	60.16	0.17	62.56	0	40.88	82.55	24.81	-10.95	-45.07	-22.67	19.81	220.31	-38.54	194.46	0	0	1270	6683	0	63.48	21.2	1270	6683	0.02	21.36	0.24	0.99	0.04	21.7	0.11	-2.48	0.01	21.23	0.03	1.08	0.06	21.86	0.14	0.07																																																			
64.49	32.65	7.99	62.78	69.53	220.42	19.42	-13.42	57.37	-127.28	49.99	10.21	62.21	0.2	62.6	0	40.89	82.65	24.61	-10.94	-45.05	-22.67	18.8	220.42	-38.53	194.69	0	0	1333	6969	0	64.49	29.42	1333	6969	0.02	21.38	0.24	0.98	0.04	21.7	0.2	-2.49	0.01	21.23	0.03	1.08	0.07	21.86	0.14	0.07																																																			
65.54	25.36	8.42	62.78	69.61	218.28	20.18	-13.42	57.29	-127.28	66.01	9.78	60.65	0.17	62.6	0	40.89	80.51	24.9	-10.94	-45.07	-22.67	17.75	218.28	-38.53	194.58	0	0	1382	7272	0	65.54	31.61	1382	7272	0.03	21.36	0.21	0.98	0.04	21.7	0.17	-2.49	0.01	21.23	0.03	1.08	0.06	21.86	0.14	0.06																																																			
66.65	31.64	8.47	62.75	69.64	219.63	19.42	-13.43	57.29	-127.28	56.72	9.73	61.5	0.2	62.6	0	40.89	81.86	24.75	-10.95	-45.07	-22.67	16.64	219.63	-38.53	194.69	0	0	1431	7535	0	66.65	47.39	1431	7535	0.03	21.37	0.24	0.98	0.04	21.7	0.17	-2.48	0.01	21.23	0.03	1.08	0.07	21.86	0.11	0.06																																																			
68.05	31	8.13	62.2	64.8	219.7	26.67	-13.42	56.6	-127.28	69.37	10.07	77.95	0.24	51.92	0	40.42	82.86	24.94	-10.94	-45.07	-22.67	21.47	219.7	-38.53	161.71	0	0	1717	8917	0	68.05	50.92	1717	8917	0.04	21.47	0.21	1.15	0.04	21.7	0.14	-2.42	0.01	21.39	0.03	1.08	0.06	21.86	0.11	0.1																																																			
69.03	32.16	9.62	62.2	65.18	219.7	24	-13.42	56.68	-127.24	62	8.58	78.47	0.24	51.66	0	40.42	82.86	24.92	-10.94	-45.07	-22.67	20.48	219.7	-38.54	160.9	0	0	1767	9109	0	69.03	35.52	1767	9109	0.03	21.69	0.21	1.13	0.04	21.73	0.14	-2.4	0.01	21.38	0.09	1.08	0.06	21.86	0.17	0.11																																																			
70.02	33.98	8.85	62.17	66.44	219.41	20.56	-13.42	56.68	-127.28	70.65	9.35	0.14	0.28	65.99	0	40.42	82.57	24.77	-10.94	-45.05	-22.67	19.5	219.41	-38.53	205.42	0	0	1824	9353	0	70.02	35.35	1824	9353	0.02	21.37	0.21	1.12	0.04	21.7	0.14	-2.43	0.01	21.39	0.06	0.76	0.06	21.86	0.14	0.1																																																			
71.04	28.44	8.61	62.14	67.62	220.38	20.56	-13.42	56.72	-127.28	74.42	9.59	0.18	0.24	66.06	0	40.88	82.62	24.62	-10.95	-45.07	-22.67	18.48	220.38	-38.53	205.54	0	0	1880	9665	0	71.04	13.71	1880	9665	0.03	21.32	0.21	1.08	0.04	21.7	0.17	-2.44	0.01	21.39	0.06	1.07	0.06	21.85	0.14	0.09																																																			
72.07	18.36	8.61	62.14	68.2	219.24	20.18	-13.43	56.79	-127.28	73.46	9.59	0.18	0.24	66.69	0	40.88	81.48	24.6	-10.95	-45.07	-22.67	17.45	219.24	-38.53	207.5	0	0	1979	10087	0	72.07	17.88	1979	10087	0.03	21.4	0.21	1.09	0.04	21.7	0.17	-2.42	0.01	21.39	0.09	1.08	0.06	21.86	0.14	0.1																																																			
73.07	23.41	8.47	62.14	68.42	219.07	20.18	-13.43	56.83	-127.28	72.9	9.73	0.14	0.24	66.73	0	40.89	81.3	24.76	-10.95	-45.07	-22.67	16.45	219.07	-38.53	207.61	0	0	2044	10378	0	73.07	33.01	2044	10378	0.03	21.34	0.21	1.07	0.04	21.74	0.17	-2.41	0.01	21.39	0.09	1.08	0.07	21.86	0.14	0.1																																																			
74.41	36.35	9.19	62.02	68.04	220.66	15.22	-13.42	57.1	-127.28	3.06	9.01	0.11	0.2	0.02	0	40.43	83.81	25.34	-10.95	-45.07	-22.67	15.11	220.66	-38.53	0.68	0	0	2159	10960	0	74.41	0	2159	10960	0.02	21.4	0.24	1.11	0.04	21.7	0.17	-2.4	0.01	21.39	0.09	1.08	0.06	21.85	0.14	0.1																																																			
75.04	36.35	10.96	62.02	68.04	220.75	14.84	-13.43	57.14	-127.28	2.98	7.24	0.14	0.2	0.05	0	40.43	83.89	25.32	-10.95	-45.07	-22.67	14.48	220.75	-38.53	0.8	0	0	2159	10960	0	75.04	0	2159	10960	0.03	21.36	0.24	1.1	0.04	21.7	0.17	-2.39	0.01	21.39	0.06	1.08	0.06	21.86	0.14	0.1																																																			
77.02	30	8.18	67.27	64.84	247.77	20.18	-13.42	58.01	-127.28	72.26	10.02	0.14	0.2	60.96	0	47.59	96.58	27.4	-10.95	-45.07	-22.67	18.34	247.77	-38.53	189.62	0	0	2783	14041	0	77.02	14.26	2783	14041	0.03	21.48	0.21	1	0.04	21.7	0.17	-2.35	0.01	21.38	0.06	1.08	0.06	21.79	0.11	0.1																																																			
78.02	20.4	6.16	67.15	64.88	248.22	20.56	-13.42	58.01	-127.28	65.77	12.04	0.14	0.2	61.22	0	47.6	97.02	27.4	-10.95	-45.05	-22.67	17.34	248.22	-38.53	190.43	0	0	2846	14402	0	78.02	12.79	2846	14402	0.04	21.47	0.19	1.02	0.03	21.75	0.14	-2.33	0.01	21.39	0.09	1.08	0.07	21.77	0.08	0.1																																																			
79.05	21.88	9.19	67.09	64.15	247.67	20.56	-13.42	58.05	-127.28	107.01	9.01	0.18	0.17	61.41	0	47.59	96.48	27.4	-10.94	-45.05	-22.67	16.31	247.67	-38.53	190.89	0	0	2917	14718	0	79.05	9.08	2917	14718	0.03	21.41	0.21	1.02	0.04	21.7	0.14	-2.34	0.01	21.25	0.06	1.08	0.07	21.79	0.11	0.1																																																			
80.02	22.13	9.28	67.02	62.17	248.52	20.18	-13.42	58.09	-127.28	72.82	8.92	0.14	0.2	61.67	0	47.6	97.31	27.6	-10.94	-45.05	-22.67	15.34	248.52	-38.53	191.81	0	0	2972	15037	0	80.02	18.82	2972	15037	0.03	21.45	0.21	1.01	0.04	21.7	0.17	-2.35	0.01	21.23	0.06	1.08	0.07	21.81	0.11	0.1																																																			
81.05	27.09	7.65	67.09	65.56	249.74	44.21	-13.43	58.2	-127.28	72.42	10.55	66.3	63.19	54.82	0	48.2	97.33	27.39	-10.95	-45.07	-22.67	44.11	249.74	-38.54	365.85	0	0	3710	16197	0	81.05	9.55	3710	16197	0.03	21.48	0.21	1.03	0.04	21.68	0.2	-2.36	0.01	21.23	0	1.08	0.06	21.79	0.11	0.11																																																			
82.02	27.09	10.29	67.02	66.82	249.57	50.7	-13.43	58.2	-127.28	86.35	7.91	65.15	63.45	55.01	0	48.2	97.16	27.39	-10.95	-45.07	-22.67	43.13	249.57	-38.54	367.24	0	0	3871	16323	0	82.02	53.35	3871	16323	0.03	21.48	0.21	1.04	0.04	21.7	0.17	-2.37	0.01	21.23	0.03	1.07	0.06	21.81	0.11	0.11																																																			
83.05	30.46	8.85	66.9	67.51	249.75	46.5	-13.43	58.36	-127.28	78.1	9.35	65.56	63	54.34	0	48.21	97.33	27.39	-10.95	-45.07	-22.67	42.11	249.75	-38.54	363.77	0	0	4171	16550	0	83.05	31.95	4171	16550	0.03	21.48	0.21	1.08	0.04	21.63	0.17	-2.36	0.01	21.23	0.06	1.08	0.06	21.8	0.14	0.11																																																			
84.06	31.05	3.76	66.69	67.66	249.67	46.88	-13.43	58.4	-127.28	65.45	14.44	68.01	63.19	54.56	0	48.2	97.26	27.15	-10.94	-45.07	-22.67	41.09	249.67	-38.54	365.04	0	0	4740	16999	0	84.06	5.01	4740	16999	0.03	21.36	0.21	1.12	0.04	21.7	0.17	-2.33	0.01	21.23	0.03	1.07	0.06	21.77	0.11	0.1																																																			
85.16	19.11	9.28	66.66	65.98	248.72	45.36	-13.43	58.43	-127.28	77.14	8.92	65.85	63.19	54.56	0	48.2	96.31	27.05	-10.95	-45.1	-22.67	40	248.72	-38.54	365.04	0	0	5357	17483	0	85.16	8.29	5357	17483	0.03	21.48	0.24	1.12	0.03	21.7	0.14	-2.32	0.01	21.23	0	1.08	0.06	21.84	0.11	0.11																																																			
86.17	19.67	7.31	66.66	65.64	249.57	47.65	-13.43	58.51	-127.28	86.27	10.89	64.92	63.64	54.56	0	48.2	97.16	27.04	-10.95	-45.07	-22.67	38.99	249.57	-38.54	366.43	0	0	5706	17755	0	86.17	43.92	5706	17755	0.03	21.48	0.21	1.09	0.04	21.7	0.17	-2.32	0.01	21.23	0.03	1.08	0.06	21.83	0.11	0.11																																																			
87.19	24.08	9.38	66.63	65.87	248.85	45.36	-13.43	58.51	-127.28	95.08	8.82	64.22	63.64	54.12	0	48.21	96.43	27.08	-10.95	-45.07	-22.67	37.97	248.85	-38.54	365.05	0	0	5946	17939	0	87.19	38.84	5946	17939	0.03	21.48	0.24	1.1	0.04	21.7	0.17	-2.31	0.01	21.23	0.06	1.09	0.07	21.83	0.11	0.11																																																			
88.22	34.76	9.52	66.66	68.12	248.75	46.5	-13.43	58.55	-127.28	75.46	8.68	65.89	63.64	60.03	0	48.2	96.34	26.99	-10.94	-45.08	-22.67	36.93	248.75	-38.54	383.39	0	0	6247	18168	0	88.22	25.86	6247	18168	0.03	21.48	0.24	1.07	0.04	21.7	0.14	-2.31	0	21.23	0	1.08	0.06	21.85	0.11	0.12																																																			
89.26	31.41	8.61	66.66	68	248.86	51.84	-13.43	58.51	-127.28	87.39	9.59	64.89	63.9	60.07	0	48.2	96.45	26.99	-10.95	-45.07	-22.67	35.9	248.86	-38.53	384.32	0	0	6474	18363	0	89.26	39.82	6474	18363	0.03	21.48	0.19	1.09	0.04	21.7	0.17	-2.29	0.01	21.23	0.06	1.07	0.06	21.85	0.11	0.1																																																			
90.31	38.11	9.28	66.63	68	248.32	42.69	-13.43	58.62	-127.28	96.68	8.92	63.96	64.09	60.26	0	48.21	95.89	26.99	-10.94	-45.07	-22.67	34.84	248.32	-38.53	385.47	0	0	6700	18551	0	90.31	34.73	6700	18551	0.03	21.48	0.21	1.06	0.03	21.7	0.14	-2.31	0.01	21.23	0.06	1.07	0.06	21.85	0.14	0.1																																																			
91.32	40.74	10.48	66.66	67.36	248.02	49.93	-13.43	58.62	-127.28	90.67	7.72	64.44	64.13	60.29	0	48.21	95.6	26.99	-10.95	-45.08	-22.67	33.84	248.02	-38.54	385.7	0	0	6862	18689	0	91.32	42.8	6862	18689	0.03	21.28	0.24	1.06	0.03	21.64	0.14	-2.3	0.01	21.23	0.03	1.07	0.06	21.86	0.14	0.11																																																			
92.33	34.68	8.37	66.66	68.2	247.15	45.36	-13.43	58.66	-127.28	103.33	9.83	62.84	64.35	60.26	0	47.59	95.98	26.99	-10.95	-45.05	-22.67	32.83	247.15	-38.53	386.28	0	0	7126	18913	0	92.33	52.03	7126	18913	0.03	21.05	0.21	1.04	0.03	21.7	0.2	-2.28	0.01	21.23	0.03	1.07	0.06	21.85	0.14	0.11																																																			
93.33	38.34	9.57	66.63	67.51	246.33	46.5	-13.43	58.66	-127.28	96.44	8.63	63.88	64.24	60.33	0	47.59	95.16	26.98	-10.95	-45.07	-22.68	31.83	246.33	-38.54	386.17	0	0	7282	19049	0	93.33	47.25	7282	19049	0.03	21.05	0.21	1.03	0.04	21.7	0.2	-2.28	0.01	21.23	0.06	1.08	0.06	21.85	0.14	0.1																																																			
94.35	42.99	9.48	66.66	67.59	246.29	48.41	-13.43	58.66	-127.32	92.04	8.72	0.14	64.09	60.52	0	47.59	95.12	26.87	-10.95	-45.07	-22.68	30.8	246.29	-38.53	386.28	0	0	7533	19259	0	94.35	31.32	7533	19259	0.03	21.06	0.24	1.03	0.04	21.7	0.11	-2.3	0.01	21.23	0.03	1.08	0.06	21.85	0.14	0.09																																																			
95.38	38.33	9.72	66.69	67.7	246.23	48.79	-13.42	58.74	-127.24	94.6	8.48	0.18	64.09	60.48	0	47.58	95.07	26.75	-10.94	-45.05	-22.67	29.78	246.23	-38.53	386.16	0	0	7809	19492	0	95.38	36.44	7809	19492	0.03	21.07	0.24	1.06	0.04	21.7	0.17	-2.29	0.01	21.23	0.06	1.07	0.06	21.86	0.11	0.1																																																			
96.47	37.98	8.66	66.72	67.28	246.05	47.26	-13.43	58.81	-127.28	101.97	9.54	0.18	64.09	60.48	0	47.59	94.88	26.7	-10.94	-45.08	-22.67	28.69	246.05	-38.54	386.16	0	0	8032	19683	0	96.47	43.81	8032	19683	0.03	21.07	0.21	1.03	0.04	21.7	0.14	-2.29	0.01	21.23	0.03	1.08	0.06	21.86	0.14	0.1																																																			
97.56	43.25	10.44	66.72	67.62	245.97	49.17	-13.43	58.81	-127.28	104.85	7.76	0.14	64.31	60.48	0	47.59	94.79	26.78	-10.95	-45.05	-22.67	27.59	245.97	-38.53	386.86	0	0	8215	19837	0	97.56	41.41	8215	19837	0.03	21.07	0.21	1.03	0.03	21.7	0.17	-2.29	0.01	21.23	0.06	1.07	0.06	21.85	0.11	0.11																																																			
98.7	39.33	9.86	66.72	67.97	245.91	44.98	-13.43	58.85	-127.28	84.27	8.34	0.14	64.31	60.48	0	47.59	94.74	26.7	-10.95	-45.07	-22.67	26.46	245.91	-38.53	386.86	0	0	8453	20038	0	98.7	50.25	8453	20038	0.03	21.06	0.21	1.04	0.03	21.7	0.11	-2.28	0.01	21.23	0	1.06	0.07	21.85	0.11	0.1																																																			
99.83	48.52	10.24	66.75	67.32	245.42	48.79	-13.43	58.89	-127.28	102.93	7.96	0.18	64.31	60.7	0	47.59	94.24	26.52	-10.95	-45.05	-22.67	25.32	245.42	-38.54	387.55	0	0	8728	20269	0	99.83	26.53	8728	20269	0.03	21.06	0.24	1.06	0.04	21.7	0.11	-2.29	0.01	21.23	0.03	1.08	0.06	21.85	0.14	0.1																																																			
100.85	35.23	10.72	66.78	68.35	245.16	48.41	-13.43	58.97	-127.28	105.97	7.48	0.18	64.54	60.7	0	47.59	93.99	26.45	-10.95	-45.08	-22.67	24.31	245.16	-38.54	388.25	0	0	8998	20498	0	100.85	35.32	8998	20498	0.03	21.06	0.21	1.04	0.03	21.7	0.17	-2.26	0.01	21.23	0.03	1.06	0.07	21.85	0.11	0.11																																																			
101.88	21.59	8.56	66.81	68.27	244.97	47.26	-13.43	59.08	-127.28	75.14	9.64	0.14	64.54	60.74	0	47.59	93.79	26.36	-10.95	-45.08	-22.67	23.28	244.97	-38.54	388.36	0	0	9288	20745	0	101.88	5.46	9288	20745	0.03	21.08	0.24	1.04	0.04	21.7	0.14	-2.24	0.01	21.23	0.03	1.07	0.06	21.86	0.11	0.11																																																			
102.94	52.03	6.4	66.44	67.55	247.5	48.03	-13.43	59.2	-127.28	68.73	11.8	0.14	64.72	60.93	0	47.59	96.33	27.02	-10.95	-45.05	-22.67	22.22	247.5	-38.54	389.52	0	0	10439	21727	0	102.94	26.57	10439	21727	0.03	21.06	0.19	1.06	0.03	21.7	0.2	-2.22	0.01	21.23	0.03	1.07	0.06	21.85	0.11	0.1																																																			
103.95	40.28	9.52	66.44	67.43	248.46	50.32	-13.43	59.27	-127.28	98.44	8.68	0.18	64.72	60.89	0	48.21	96.03	26.99	-10.95	-45.07	-22.67	21.21	248.46	-38.54	389.4	0	0	10624	21885	0	103.95	34.17	10624	21885	0.03	21.08	0.24	1.06	0.04	21.7	0.17	-2.21	0.01	21.23	0.03	1.07	0.06	21.85	0.11	0.1																																																			
104.98	46.96	9.28	66.66	66.21	248.67	52.6	-13.43	59.35	-127.28	82.91	8.92	0.14	64.95	60.93	0	48.2	96.26	27.01	-10.95	-45.05	-22.68	20.18	248.67	-38.54	390.22	0	0	10913	22131	0	104.98	22.72	10913	22131	0.03	21.08	0.24	1.05	0.04	21.7	0.14	-2.22	0.01	21.23	0.03	1.07	0.06	21.85	0.11	0.11																																																			
105.98	29.91	9.91	66.69	67.55	248.77	48.41	-13.43	59.43	-127.28	74.02	8.29	0.14	64.95	60.93	0	48.2	96.36	27.03	-10.95	-45.07	-22.68	19.18	248.77	-38.54	390.22	0	0	11160	22337	0	105.98	9.87	11160	22337	0.03	21.07	0.24	1.06	0.03	21.7	0.17	-2.23	0.01	21.23	0.03	1.07	0.06	21.85	0.11	0.1																																																			
106.98	37.21	9.33	66.72	66.67	248.98	47.65	-13.42	59.43	-127.32	89.79	8.87	0.14	64.95	60.93	0	48.21	96.55	27	-10.95	-45.05	-22.68	18.17	248.98	-38.54	390.22	0	0	11423	22561	0	106.98	43.03	11423	22561	0.03	21.08	0.24	1.04	0.03	21.7	0.14	-2.23	0	21.23	0.03	1.07	0.07	21.85	0.11	0.09																																																			
108.05	31.41	6.4	66.78	65.33	247.92	49.55	-13.43	59.5	-127.28	69.85	11.8	0.14	65.14	60.89	0	48.2	95.51	27.04	-10.95	-45.05	-22.68	17.1	247.92	-38.53	390.68	0	0	11798	22877	0	108.05	5.03	11798	22877	0.03	21.06	0.21	1.06	0.04	21.7	0.17	-2.23	0.01	21.24	0.03	1.07	0.06	21.85	0.08	0.1																																																			
109.1	24.96	9.67	66.78	66.14	248.65	49.55	-13.43	59.5	-127.28	84.27	8.53	0.14	64.95	60.89	0	48.21	96.23	27	-10.95	-45.05	-22.67	16.06	248.65	-38.54	390.1	0	0	11966	23023	0	109.1	36.51	11966	23023	0.03	21.08	0.21	1.06	0.03	21.7	0.17	-2.23	0.01	21.24	0	1.07	0.06	21.86	0.11	0.1																																																			
110.14	45.25	10.48	66.81	65.91	247.78	49.55	-13.43	59.58	-127.28	88.43	7.72	0.14	64.99	60.93	0	48.21	95.36	27	-10.95	-45.05	-22.68	15.02	247.78	-38.53	390.33	0	0	12143	23174	0	110.14	50.97	12143	23174	0.03	21.07	0.24	1.03	0.04	21.7	0.14	-2.21	0.01	21.25	0.03	1.07	0.06	21.86	0.11	0.11																																																			
111.21	46.35	10.39	66.84	65.41	248.51	50.32	-13.43	59.65	-127.28	85.71	7.81	0.14	65.17	61.04	0	48.21	96.09	26.99	-10.95	-45.07	-22.67	13.95	248.51	-38.54	391.26	0	0	12366	23366	0	111.21	49.45	12366	23366	0.03	21.08	0.21	1.02	0.03	21.69	0.14	-2.2	0.01	21.28	0.06	1.07	0.07	21.86	0.14	0.1																																																			
112.04	28.44	7.07	67.6	62.13	249.79	43.45	-13.43	61.79	-127.28	87.71	11.13	57.11	61.62	64.8	0	48.21	97.37	27.72	-10.95	-45.04	-22.67	3.29	249.79	-38.54	391.89	0	0	16493	26059	0	112.04	25.41	16493	26059	0.03	21.12	0.24	1	0.03	21.7	0.17	-2.1	0.01	21.37	0	1.07	0.07	21.7	0.11	0.11																																																			
113.02	28.44	2.32	67.42	63.58	249.92	50.32	-13.43	61.79	-127.28	56.4	15.88	61.65	61.84	65.02	0	48.21	97.5	27.69	-10.95	-45.05	-22.68	2.32	249.92	-38.54	393.28	0	0	16886	26439	0	113.02	12.1	16886	26439	0.03	21.09	0.3	1	0.03	21.7	0.14	-2.11	0.01	21.38	0.03	1.06	0.06	21.7	0.11	0.11																																																			
114.03	19.49	6.35	67.3	63.54	249.94	48.41	-13.43	61.87	-127.32	66.49	11.85	59.01	62.22	65.5	0	48.21	97.51	27.69	-10.95	-45.04	-22.68	1.3	249.94	-38.54	395.94	0	0	17419	26943	0	114.03	17.11	17419	26943	0.04	21.11	0.21	1	0.03	21.7	0.17	-2.1	0.01	21.24	0.03	1.07	0.06	21.7	0.08	0.11																																																			
115.05	15.83	9.62	67.3	63.27	249.78	48.41	-13.42	61.87	-127.28	80.26	8.58	58.23	62.29	65.73	0	48.21	97.36	27.69	-10.95	-45.05	-22.67	0.29	249.78	-38.54	396.86	0	0	17716	27234	0	115.05	35.93	17716	27234	0.03	21.08	0.24	1.01	0.04	21.7	0.14	-2.1	0.01	21.24	0.03	1.07	0.06	21.7	0.11	0.12																																																			
116.02	15	2.13	67.54	67.01	250.2	49.93	-13.42	61.75	-127.28	55.04	16.07	61.24	62.29	61.86	0	48.21	97.78	27.69	-10.95	-45.04	-22.67	29.68	250.2	-38.54	384.87	0	0	19582	28693	0	116.02	21.86	19582	28693	0.04	21.07	0.27	1.08	0.04	21.39	0.11	-2.05	0.01	21.3	0	1.06	0.06	21.7	0.14	0.11																																																			
117.02	16.97	4.24	67.45	67.51	249.09	51.08	-13.42	61.79	-127.24	67.45	13.96	60.83	62.52	62.34	0	48.21	96.67	27.69	-10.95	-45.03	-22.67	28.69	249.09	-38.54	387.06	0	0	20139	29222	0	117.02	24.88	20139	29222	0.03	21.09	0.24	1.06	0.03	21.39	0.11	-2.05	0.01	21.27	-0.02	1.06	0.06	21.7	0.14	0.11																																																			
118.02	17.75	4.96	67.45	68.77	248.02	55.66	-13.43	61.83	-127.28	74.74	13.24	59.23	62.52	62.53	0	47.59	96.85	27.4	-10.95	-45.04	-22.68	27.69	248.02	-38.54	387.64	0	0	20607	29659	0	118.02	11.19	20607	29659	0.03	21.07	0.24	1.07	0.03	21.4	0.14	-2.02	0.01	21.31	0.03	1.06	0.07	21.7	0.11	0.12																																																			
119.04	17.55	0.35	67.45	68.77	247.85	51.46	-13.43	61.87	-127.28	47.99	17.85	61.31	62.97	62.56	0	47.59	96.68	27.35	-10.95	-45.03	-22.68	26.67	247.85	-38.54	389.15	0	0	21081	30095	0	119.04	15.94	21081	30095	0.03	21.09	0.24	1.06	0.03	21.4	0.14	-2.06	0.01	21.3	0	1.06	0.06	21.7	0.08	0.13																																																			
120.01	18.04	6.59	67.48	69.23	247.6	51.84	-13.43	61.9	-127.32	68.41	11.61	59.34	62.97	62.75	0	47.59	96.43	27.41	-10.95	-45.05	-22.68	25.7	247.6	-38.54	389.72	0	0	21365	30361	0	120.01	29.37	21365	30361	0.03	21.08	0.24	1.06	0.03	21.39	0.17	-2.05	0.01	21.33	0.06	1.06	0.06	21.7	0.11	0.13																																																			
121.02	18.18	4.72	67.51	68.96	247.39	52.6	-13.43	61.9	-127.28	90.35	13.48	59.68	63.23	62.75	0	47.59	96.21	27.4	-10.95	-45.04	-22.68	24.69	247.39	-38.54	390.53	0	0	21788	30750	0	121.02	26.06	21788	30750	0.03	21.07	0.24	1.07	0.03	21.39	0.14	-2.05	0	21.29	0.03	1.06	0.07	21.7	0.11	0.12																																																			
122.1	31.18	1.36	67.51	69.11	247.29	55.66	-13.43	61.87	-127.28	67.21	16.84	61.39	63.19	63.01	0	47.59	96.12	27.4	-10.95	-45.03	-22.68	23.6	247.29	-38.54	391.22	0	0	22142	31077	0	122.1	10.06	22142	31077	0.03	21.08	0.24	1.04	0.04	21.39	0.14	-2	0.01	21.31	0.03	1.06	0.06	21.7	0.14	0.13																																																			
123.04	23	5.39	67.54	69.19	247.01	52.99	-13.43	61.87	-127.28	80.18	12.81	64.4	63.19	63.2	0	47.59	95.83	27.35	-10.95	-45.05	-22.68	22.66	247.01	-38.54	391.8	0	0	22440	31355	0	123.04	25.43	22440	31355	0.03	21.07	0.24	1.03	0.04	21.58	0.17	-1.99	0.01	21.28	0	1.06	0.06	21.7	0.11	0.12																																																			
